,movie,year,imdb
1422, The Walking Dead,(2010– ),8.6
1423,The Punisher: Dirty Laundry,(2012),8.2
1424, The Walking Dead,(2010– ),8.4
1425,Hunted,(2012),7.5
1426, The Walking Dead,(2010– ),8.3
1427,Max Payne 3,(2012 Video Game),8.7
1428,The Babymakers,(2012),5.0
1429,Stitches,(I) (2012),5.7
1430,The Eric Andre Show,(2012– ),8.6
1431,Truth or Die,(II) (2012),5.6
1432,Hemingway & Gellhorn,(2012 TV Movie),6.3
1433,Smiley,(2012),3.5
1434,Comedians in Cars Getting Coffee,(2012– ),8.1
1435,Son of Sardaar,(2012),4.0
1436,The Third Half,(2012),7.9
1437, The Walking Dead,(2010– ),8.4
1438,GCB,(2012),6.9
1439,Lola Versus,(2012),5.5
1440,Evangelion: 3.0 You Can (Not) Redo,(2012),7.0
1441,The Thieves,(2012),6.8
1442,Foodfight!,(2012),1.8
1443,Bad Education,(2012–2014),7.5
1444,Men at Work,(2012–2014),7.1
1445,The Neighbors,(2012–2014),6.7
1446,Eden,(I) (2012),6.7
1447,Chasing Ice,(2012),7.8
1448,Cirque du Soleil: Worlds Away,(2012),6.8
1449,Dark Tide,(2012),4.3
1450, The Walking Dead,(2010– ),8.7
1451,Another,(2012),7.7
1452,Black Rock,(2012),4.8
1453,Paradis: Kærlighed,(2012),7.1
1454,Joyful Noise,(2012),5.8
1455, The Walking Dead,(2010– ),8.3
1456,Hamilton: I nationens interesse,(2012),6.3
1457,Dragons: Riders of Berk,(2012–2014),8.1
1458,Bunheads,(2012–2013),7.6
1459,The Battery,(2012),6.4
1460,"Farewell, My Queen",(2012),6.3
1461,Türkisch für Anfänger,(2012),5.8
1462, The Walking Dead,(2010– ),8.4
1463,The Players,(2012),5.3
1464,World Without End,(2012),7.0
1465,Teenage Mutant Ninja Turtles,(2012–2017),7.9
1466,Bol Bachchan,(2012),5.5
1467,The Scorpion King 3: Battle for Redemption,(2012 Video),3.7
1468,A Perfect Plan,(2012),6.3
1469,TRON: Uprising,(2012–2013),8.1
1470,Here Comes Honey Boo Boo,(2012–2017),2.6
1471,The Liability,(2012),5.9
1472,Why Stop Now?,(2012),5.6
1473,Good Deeds,(2012),5.5
1474, Dexter,(2006–2013),9.5
1475,Vegas,(2012–2013),7.3
1476,Hypnotisøren,(2012),5.6
1477,Berserk: The Golden Age Arc II - The Battle for Doldrey,(2012),7.8
1478,Mac & Devin Go to High School,(2012),4.5
1479,Marvel One-Shot: Item 47,(2012 Video),6.8
1480,Radio Rebel,(2012 TV Movie),6.1
1481,Silent Night,(I) (2012),5.2
1482,What If...,(2012),6.9
1483,Soldiers of Fortune,(2012),4.3
1484,Confession of Murder,(2012),7.1
1485,Gallowwalkers,(2012),3.6
1486,Tad: The Explorer,(2012),5.9
1487,At Any Price,(2012),5.6
1488, Arrow,(2012– ),8.6
1489,Transporter: The Series,(2012–2014),6.6
1490,Unfinished Song,(2012),7.0
1491,The Untold History of the United States,(2012–2013),8.6
1492,War Witch,(2012),7.1
1493,Easy Money II: Hard to Kill,(2012),6.2
1494,Small Apartments,(2012),6.1
1495,After Porn Ends,(2012),5.7
1496,Agent Vinod,(2012),5.1
1497,Save the Date,(I) (2012),5.8
1498,Arthur Newman,(2012),5.7
1499,Out in the Dark,(2012),7.4
1500,The Wolf of Wall Street,(2013),8.2
1501,Gravity,(2013),7.7
1502,Iron Man 3,(2013),7.2
1503,Man of Steel,(2013),7.1
1504,The Hunger Games: Catching Fire,(2013),7.5
1505,12 Years a Slave,(2013),8.1
1506,The Hobbit: The Desolation of Smaug,(2013),7.8
1507,World War Z,(2013),7.0
1508,Now You See Me,(I) (2013),7.3
1509,Thor: The Dark World,(2013),7.0
1510,Prisoners,(2013),8.1
1511,Frozen,(I) (2013),7.5
1512,Her,(2013),8.0
1513,Oblivion,(I) (2013),7.0
1514,Star Trek Into Darkness,(2013),7.7
1515,Pacific Rim,(2013),6.9
1516,The Great Gatsby,(2013),7.3
1517,House of Cards,(2013–2018),8.8
1518,American Hustle,(2013),7.3
1519,Dallas Buyers Club,(2013),8.0
1520,The Wolverine,(2013),6.7
1521,Elysium,(I) (2013),6.6
1522,The Conjuring,(2013),7.5
1523,Rush,(I) (2013),8.1
1524,Captain Phillips,(2013),7.8
1525,We're the Millers,(2013),7.0
1526,This Is the End,(2013),6.6
1527,Fast & Furious 6,(2013),7.1
1528,Despicable Me 2,(2013),7.4
1529,Vikings,(2013– ),8.6
1530,Monsters University,(2013),7.3
1531,The Secret Life of Walter Mitty,(2013),7.3
1532,The Hangover Part III,(2013),5.8
1533,About Time,(I) (2013),7.8
1534,Orange Is the New Black,(2013– ),8.1
1535,Rick and Morty,(2013– ),9.3
1536,Lone Survivor,(2013),7.5
1537,Kick-Ass 2,(2013),6.6
1538,Olympus Has Fallen,(2013),6.5
1539,Snowpiercer,(2013),7.1
1540,The World's End,(2013),7.0
1541,Don Jon,(2013),6.6
1542,Ender's Game,(2013),6.6
1543,Escape Plan,(2013),6.7
1544,Warm Bodies,(2013),6.9
1545,The Lone Ranger,(2013),6.4
1546,Hannibal,(2013–2015),8.5
1547,Gangster Squad,(2013),6.7
1548,Oz the Great and Powerful,(2013),6.3
1549,White House Down,(2013),6.4
1550,A Good Day to Die Hard,(2013),5.3
1551,Pain & Gain,(2013),6.4
1552,Witch Hunters,(2013),6.1
1553,2 Guns,(2013),6.7
1554,After Earth,(2013),4.8
1555,Agents of S.H.I.E.L.D.,(2013– ),7.5
1556,The Purge,(I) (2013),5.7
1557,The Internship,(2013),6.3
1558,Blue Jasmine,(2013),7.3
1559,The Croods,(2013),7.2
1560,Peaky Blinders,(2013– ),8.8
1561,Side Effects,(I) (2013),7.1
1562,G.I. Joe: Retaliation,(2013),5.8
1563,Mama,(I) (2013),6.2
1564,Anchorman 2: The Legend Continues,(2013),6.3
1565,The Heat,(I) (2013),6.6
1566,The Blacklist,(2013– ),8.1
1567,RED 2,(2013),6.6
1568,Evil Dead,(2013),6.5
1569,Riddick,(2013),6.4
1570,Enemy,(2013),6.9
1571,Insidious: Chapter 2,(2013),6.6
1572,Saving Mr. Banks,(2013),7.5
1573,47 Ronin,(2013),6.3
1574,The Way Way Back,(2013),7.4
1575,The Spectacular Now,(2013),7.1
1576,Brooklyn Nine-Nine,(2013– ),8.4
1577,Begin Again,(II) (2013),7.4
1578,Grown Ups 2,(2013),5.4
1579,The Last Stand,(2013),6.4
1580,Carrie,(2013),5.9
1581,Blue Is the Warmest Color,(2013),7.8
1582,Inside Llewyn Davis,(2013),7.5
1583,Jack the Giant Slayer,(2013),6.3
1584,The Mortal Instruments: City of Bones,(2013),5.9
1585,Last Vegas,(2013),6.6
1586,Before Midnight,(2013),7.9
1587,Locke,(2013),7.1
1588,The Book Thief,(2013),7.6
1589,Identity Thief,(2013),5.7
1590,Under the Skin,(I) (2013),6.3
1591,R.I.P.D.,(2013),5.6
1592,Attack on Titan,(2013– ),8.8
1593,Oculus,(I) (2013),6.5
1594,The Host,(2013),5.9
1595,Nebraska,(2013),7.7
1596,Nymphomaniac: Vol. I,(2013),6.9
1597,Parker,(2013),6.2
1598,Trance,(I) (2013),6.9
1599,The Originals,(2013–2018),8.3
1600,The Call,(II) (2013),6.7
1601,The Family,(I) (2013),6.3
1602,Lee Daniels' The Butler,(I) (2013),7.2
1603,Percy Jackson: Sea of Monsters,(2013),5.8
1604,Only God Forgives,(2013),5.7
1605,Out of the Furnace,(2013),6.8
1606,Homefront,(I) (2013),6.5
1607, Breaking Bad,(2008–2013),9.9
1608,Stoker,(2013),6.8
1609,Under the Dome,(2013–2015),6.7
1610,Safe Haven,(I) (2013),6.7
1611,Epic,(2013),6.7
1612,The Best Offer,(2013),7.8
1613,Filth,(I) (2013),7.1
1614,The Counsellor,(2013),5.3
1615,Movie 43,(2013),4.3
1616,Orphan Black,(2013–2017),8.3
1617,Jobs,(2013),5.9
1618,Philomena,(2013),7.6
1619,Coherence,(2013),7.2
1620,Bad Grandpa,(2013),6.5
1621,Bates Motel,(2013–2017),8.2
1622,The Following,(2013–2015),7.4
1623,Cloudy with a Chance of Meatballs 2,(2013),6.4
1624,Only Lovers Left Alive,(2013),7.3
1625,Beautiful Creatures,(2013),6.2
1626,August: Osage County,(2013),7.2
1627,The Bling Ring,(2013),5.6
1628,Snitch,(I) (2013),6.5
1629,Nymphomaniac: Vol. II,(2013),6.7
1630,42,(2013),7.5
1631,Banshee,(2013–2016),8.4
1632,Turbo,(2013),6.4
1633,The Kings of Summer,(2013),7.2
1634,Broken City,(2013),6.2
1635,Short Term 12,(2013),8.0
1636,The Great Beauty,(2013),7.8
1637,The Americans,(2013–2018),8.4
1638,Broadchurch,(2013–2017),8.3
1639,Delivery Man,(2013),6.4
1640,All Is Lost,(2013),6.9
1641,Da Vinci's Demons,(2013–2015),8.0
1642,Horns,(2013),6.5
1643,Machete Kills,(2013),5.6
1644, Game of Thrones,(2011– ),9.9
1645,21 & Over,(2013),5.9
1646, Breaking Bad,(2008–2013),9.9
1647,Fruitvale Station,(2013),7.5
1648,The Incredible Burt Wonderstone,(2013),5.9
1649,Ray Donovan,(2013– ),8.3
1650,Dark Skies,(2013),6.3
1651,What If,(I) (2013),6.8
1652,Europa Report,(2013),6.4
1653,The Fall,(I) (2013–2016),8.2
1654,Oldboy,(2013),5.8
1655,Dead Man Down,(2013),6.5
1656,Redemption,(I) (2013),6.2
1657,Når vinden rejser sig,(2013),7.8
1658,Scary Movie 5,(2013),3.5
1659,Runner Runner,(2013),5.6
1660,Blue Ruin,(2013),7.1
1661,Blackfish,(2013),8.1
1662,Enough Said,(2013),7.0
1663,Sleepy Hollow,(2013–2017),7.4
1664,Queen,(2013),8.2
1665,Bhaag Milkha Bhaag,(2013),8.2
1666,Grudge Match,(2013),6.4
1667,Drinking Buddies,(2013),6.1
1668,The Frozen Ground,(2013),6.4
1669,The East,(2013),6.8
1670,Almost Human,(2013–2014),8.0
1671,Ida,(2013),7.4
1672,Special 26,(2013),8.0
1673,Chennai Express,(2013),6.0
1674,The Big Wedding,(2013),5.6
1675,Bad Words,(2013),6.7
1676,The Double,(2013),6.5
1677,Odd Thomas,(2013),6.9
1678,Sharknado,(2013 TV Movie),3.3
1679,Joe,(I) (2013),6.9
1680,The Lunchbox,(2013),7.8
1681,The Zero Theorem,(2013),6.1
1682,Texas Chainsaw 3D,(2013),4.8
1683,CM101MMXI Fundamentals,(2013),9.2
1684,Grand Theft Auto V,(2013 Video Game),9.6
1685,Fortiden,(2013),7.8
1686,The Colony,(I) (2013),5.3
1687,Dhoom 3,(2013),5.4
1688,Celal and Ceren,(2013),2.7
1689,A Haunted House,(2013),5.1
1690,"Batman: The Dark Knight Returns, Part 2",(2013 Video),8.4
1691,Planes,(2013),5.7
1692,Starred Up,(2013),7.4
1693,Reign,(2013–2017),7.5
1694,Labor Day,(2013),6.9
1695,Defiance,(2013–2015),7.0
1696,Vishwaroopam,(2013),8.4
1697,Behind the Candelabra,(2013),7.0
1698,The Last of Us,(2013 Video Game),9.8
1699,Justice League: The Flashpoint Paradox,(2013 Video),8.2
1700,The Fifth Estate,(2013),6.2
1701,Lovelace,(2013),6.2
1702,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,(2013),7.1
1703,Utopia,(2013–2014),8.5
1704,The To Do List,(2013),5.8
1705,The Railway Man,(2013),7.1
1706,I Give It a Year,(2013),5.7
1707,Hemlock Grove,(2013–2015),7.2
1708,The Smurfs 2,(2013),5.4
1709,Yeh Jawaani Hai Deewani,(2013),7.1
1710,Killing Season,(2013),5.4
1711,Paranoia,(I) (2013),5.7
1712,The Last Days on Mars,(2013),5.5
1713,V/H/S/2,(2013),6.1
1714,Man of Tai Chi,(2013),6.1
1715,The Tomorrow People,(2013–2014),7.3
1716,The Physician,(2013),7.2
1717,The Green Inferno,(2013),5.3
1718,Kill Your Darlings,(2013),6.5
1719,Masters of Sex,(2013–2016),7.9
1720,Tangerines,(2013),8.2
1721,Admission,(2013),5.7
1722,Welcome to the Punch,(2013),6.1
1723,Curse of Chucky,(2013),5.7
1724,Adore,(2013),6.2
1725,In a World...,(2013),6.7
1726,Waar,(2013),8.1
1727,Top of the Lake,(2013– ),7.5
1728, Black Mirror,(2011– ),8.1
1729, Black Mirror,(2011– ),8.1
1730,The Machine,(I) (2013),6.1
1731,The Grandmaster,(2013),6.6
1732,Young & Beautiful,(2013),6.8
1733,The Tale of The Princess Kaguya,(2013),8.0
1734,Upstream Color,(2013),6.7
1735,Alan Partridge,(2013),6.9
1736,Dracula,(2013–2014),7.4
1737,Instructions Not Included,(2013),7.6
1738,Raanjhanaa,(2013),7.6
1739,The Immigrant,(2013),6.6
1740,Hours,(2013),6.5
1741,How I Live Now,(2013),6.5
1742,The Goldbergs,(2013– ),8.1
1743,Belle,(2013),7.4
1744,Charlie Countryman,(2013),6.4
1745,Open Grave,(2013),6.3
1746, Breaking Bad,(2008–2013),9.7
1747, Breaking Bad,(2008–2013),9.6
1748,Palo Alto,(2013),6.2
1749,Tracks,(I) (2013),7.2
1750,Mandela: Long Walk to Freedom,(2013),7.1
1751,Third Person,(2013),6.4
1752,The Carrie Diaries,(2013–2014),7.0
1753,Dom Hemingway,(2013),6.2
1754,Aashiqui 2,(2013),7.0
1755,Suck Me Shakespeer,(2013),7.0
1756,Kai po che!,(2013),7.6
1757, Black Mirror,(2011– ),6.8
1758,The Garden of Words,(2013),7.6
1759, Game of Thrones,(2011– ),9.6
1760,I Spit on Your Grave 2,(2013),5.7
1761,Dragon Ball Z: Battle of Gods,(2013),7.2
1762,Escape from Planet Earth,(2013),5.9
1763,Mom,(2013– ),7.2
1764,One Direction: This Is Us,(2013),4.2
1765,Drishyam,(2013),8.8
1766,Fading Gigolo,(2013),6.2
1767,Witches of East End,(2013–2014),7.6
1768,The Fosters,(2013–2018),7.9
1769,Getaway,(I) (2013),4.4
1770,The Art of the Steal,(2013),6.3
1771,Rectify,(2013–2016),8.4
1772,Generation War,(2013),8.5
1773,Free Birds,(2013),5.9
1774,Madras Cafe,(2013),7.7
1775,Devious Maids,(2013–2016),7.8
1776,Closed Circuit,(2013),6.2
1777, The Walking Dead,(2010– ),9.6
1778,Devil's Pass,(2013),5.7
1779,Steven Universe,(2013– ),8.3
1780,The White Queen,(2013),7.8
1781,I'm So Excited!,(2013),5.6
1782,Department Q: The Keeper of Lost Causes,(2013),7.2
1783,After the Dark,(2013),5.7
1784,Afflicted,(2013),6.3
1785, Game of Thrones,(2011– ),9.2
1786,Anna,(VII) (2013),6.5
1787,Ain't Them Bodies Saints,(2013),6.4
1788,Assault on Wall Street,(2013),6.1
1789, Game of Thrones,(2011– ),8.9
1790,Krrish 3,(2013),5.3
1791,Jodorowsky's Dune,(2013),8.1
1792,We Are What We Are,(2013),5.9
1793,Devil's Knot,(2013),6.1
1794,The Numbers Station,(2013),5.6
1795,Knights of Badassdom,(2013),5.7
1796,Empire State,(2013),5.2
1797,Dügün Dernek,(2013),7.2
1798,Prince Avalanche,(2013),6.4
1799,Austenland,(2013),6.3
1800,Justin Bieber's Believe,(2013),1.7
1801,Blood Ties,(I) (2013),6.5
1802,Diana,(2013),5.5
1803, Breaking Bad,(2008–2013),9.5
1804,"Like Father, Like Son",(2013),7.8
1805,New World,(2013),7.6
1806,The Starving Games,(2013),3.2
1807,Death Race: Inferno,(2013 Video),5.5
1808, Game of Thrones,(2011– ),9.0
1809, Game of Thrones,(2011– ),8.9
1810, Game of Thrones,(2011– ),9.1
1811, Game of Thrones,(2011– ),8.9
1812,The Bridge,(I) (2013–2014),7.6
1813, Game of Thrones,(2011– ),8.7
1814,Cape Town Cops,(2013),6.7
1815,The Butterfly's Dream,(2013),7.8
1816,Goliyon Ki Rasleela Ram-Leela,(2013),6.4
1817,Night Train to Lisbon,(2013),6.8
1818, Game of Thrones,(2011– ),8.8
1819,Cheap Thrills,(I) (2013),6.7
1820,Ugly,(2013),8.1
1821, Breaking Bad,(2008–2013),9.4
1822,Clear History,(2013 TV Movie),6.5
1823,Grand Piano,(2013),5.9
1824, Doctor Who,(2005– ),9.4
1825,Adult World,(2013),6.2
1826,The Congress,(2013),6.5
1827, Dexter,(2006–2013),4.8
1828,Venus in Fur,(2013),7.2
1829,Wolf Creek 2,(2013),6.1
1830,Free Fall,(2013),7.6
1831,Life of Crime,(2013),5.8
1832,Metallica Through the Never,(2013),7.2
1833,BioShock Infinite,(2013 Video Game),9.2
1834,Haunter,(2013),5.9
1835,Graceland,(2013–2015),7.7
1836,The Sacrament,(2013),6.1
1837,Det unge geni T.S. Spivet,(2013),7.1
1838,The Haunting in Connecticut 2: Ghosts of Georgia,(2013),5.3
1839,The Last Exorcism Part II,(2013),4.0
1840,Stalingrad,(2013),5.6
1841,Teen Titans Go!,(2013– ),5.0
1842, Breaking Bad,(2008–2013),8.9
1843,Borgman,(2013),6.8
1844,These Final Hours,(2013),6.7
1845,Den store forførelse,(2013),7.0
1846,Big Bad Wolves,(2013),6.8
1847,Jolly LLB,(2013),7.5
1848,En nuance af blå,(2013),6.5
1849,Are You Here,(2013),5.3
1850,Race 2,(2013),5.3
1851,Parkland,(2013),6.4
1852,The Best Man Holiday,(2013),6.7
1853,Vehicle 19,(2013),5.0
1854,Wentworth,(2013– ),8.7
1855, Breaking Bad,(2008–2013),9.0
1856,My Mad Fat Diary,(2013–2015),8.4
1857,Tom at the Farm,(2013),7.0
1858,The Lifeguard,(2013),5.6
1859,Very Good Girls,(2013),6.0
1860,Contracted,(2013),5.3
1861,Lootera,(I) (2013),7.3
1862,Breathe In,(2013),6.4
1863,TPB AFK: The Pirate Bay Away from Keyboard,(2013),7.6
1864,Nathan for You,(2013–2017),8.8
1865,Mr Selfridge,(2013–2016),7.7
1866,Frequencies,(2013),6.8
1867,Phantom,(I) (2013),5.9
1868,Tomb Raider,(2013 Video Game),8.9
1869,Night Moves,(2013),6.0
1870,Chinese Puzzle,(2013),7.0
1871,Witching and Bitching,(2013),6.4
1872,A.C.O.D.,(2013),5.7
1873,In the Flesh,(2013–2014),8.0
1874,The Den,(2013),6.1
1875,Omar,(2013),7.5
1876,Mistresses,(2013–2016),7.1
1877,Finding Vivian Maier,(2013),7.7
1878,Tarzan,(2013),4.8
1879,The Love Punch,(2013),5.7
1880,The Crazy Ones,(2013–2014),7.1
1881,Stranger by the Lake,(2013),6.8
1882,Assassin's Creed IV: Black Flag,(2013 Video Game),8.8
1883,Welcome to the Jungle,(2013),5.0
1884,Sound City,(2013),7.8
1885,Last Love,(2013),6.8
1886,Crossing Lines,(2013–2015),7.4
1887,Please Like Me,(2013–2016),8.4
1888,20 Feet from Stardom,(2013),7.4
1889,Toy Story of Terror,(2013 TV Short),7.6
1890,The English Teacher,(2013),5.8
1891,Temptation: Confessions of a Marriage Counselor,(2013),5.0
1892,Inside Amy Schumer,(2013– ),6.1
1893,Once Upon a Time in Wonderland,(2013–2014),7.1
1894,Miracle in Cell No. 7,(2013),8.2
1895,Harlock: Space Pirate,(2013),6.5
1896,Hello Ladies,(2013–2014),7.5
1897,Journey to the West,(2013),6.8
1898,The Selfish Giant,(2013),7.3
1899,Rapture-Palooza,(2013),5.3
1900,A Case of You,(2013),5.7
1901,One Chance,(2013),6.8
1902,Lucia,(I) (2013),8.4
1903,Africa,(2013),8.9
1904,Human Capital,(2013),7.3
1905,Go Goa Gone,(2013),6.6
1906,Remember Sunday,(2013 TV Movie),7.0
1907,Vådområder,(2013),5.8
1908,Syrup,(I) (2013),5.7
1909,Ninja: Shadow of a Tear,(2013),6.2
1910,The Human Race,(2013),5.3
1911,Table No. 21,(2013),7.1
1912,Romeo & Juliet,(II) (2013),5.8
1913,Walking with Dinosaurs 3D,(2013),5.2
1914,Atlantis,(2013–2015),6.7
1915,Superman: Unbound,(2013 Video),6.7
1916,G.B.F.,(2013),6.0
1917,Pawn Shop Chronicles,(2013),6.0
1918,Batman: Arkham Origins,(2013 Video Game),8.4
1919,The Canyons,(2013),3.9
1920,The Bible,(2013– ),7.6
1921, The Walking Dead,(2010– ),8.3
1922,A Single Shot,(2013),5.8
1923,Scenic Route,(2013),6.5
1924,Boss,(I) (2013),5.5
1925,Ip Man: The Final Fight,(2013),6.2
1926, The Walking Dead,(2010– ),8.7
1927,Fukrey,(2013),6.9
1928,Vi er de bedste!,(2013),7.2
1929, The Walking Dead,(2010– ),8.3
1930,Hostages,(2013–2014),6.8
1931,A Field in England,(2013),6.3
1932,Willow Creek,(2013),5.1
1933,Words and Pictures,(2013),6.6
1934,The Gilded Cage,(2013),7.3
1935, The Walking Dead,(2010– ),8.7
1936,The Right Kind of Wrong,(2013),6.1
1937, Sherlock,(2010– ),8.7
1938, The Walking Dead,(2010– ),8.7
1939,Afternoon Delight,(2013),5.8
1940,A Touch of Sin,(2013),7.1
1941,Twisted,(2013–2014),7.4
1942,The Pretty One,(2013),6.3
1943,Battle of the Year,(2013),5.1
1944,Magic Magic,(2013),5.0
1945,Nurse 3D,(2013),4.6
1946,Dirty Wars,(2013),7.5
1947,Sparks,(I) (2013),5.6
1948,The Invisible Woman,(2013),6.2
1949,Escape from Tomorrow,(2013),5.2
1950,3096 dage,(2013),6.4
1951,Love and Honor,(2013),5.7
1952,Hell Baby,(2013),4.9
1953,Beyond: Two Souls,(2013 Video Game),8.6
1954,The Disappearance of Eleanor Rigby: Him,(2013),6.9
1955, The Walking Dead,(2010– ),8.7
1956,Nisshartho Bhalobasha: What is Love!,(2013),7.6
1957,D-Day,(I) (2013),7.2
1958,Baggage Claim,(2013),5.1
1959,Cold Comes the Night,(2013),5.7
1960, The Walking Dead,(2010– ),8.5
1961,The Noble Family,(2013),7.4
1962,Underdogs,(2013),6.5
1963,Ankhon Dekhi,(2013),8.0
1964, The Walking Dead,(2010– ),7.9
1965,Banshee Chapter,(2013),5.5
1966,Arrambam,(2013),7.2
1967,The Truth About Emanuel,(2013),6.0
1968,Police Story: Lockdown,(2013),6.1
1969,Teen Beach Movie,(2013 TV Movie),5.9
1970,House of Good and Evil,(2013),6.6
1971,The Square,(2013),8.1
1972,Kiru ra kiru: KILL la KILL,(2013–2014),7.9
1973,Ravenswood,(2013–2014),6.6
1974,It Boy,(2013),6.4
1975,Louis C.K. Oh My God,(2013 TV Special),8.4
1976, The Walking Dead,(2010– ),7.9
1977,In Fear,(I) (2013),5.5
1978,CBGB,(2013),6.6
1979, The Walking Dead,(2010– ),7.8
1980,The Returned,(2013),5.9
1981,The Disappearance of Eleanor Rigby: Her,(2013),6.9
1982, The Walking Dead,(2010– ),8.0
1983,Atharintiki Daaredi,(2013),7.2
1984,Kevin Hart: Let Me Explain,(2013),6.8
1985, The Walking Dead,(2010– ),8.2
1986, Rick and Morty,(2013– ),8.5
1987,Gimme Shelter,(2013),6.5
1988, The Walking Dead,(2010– ),8.1
1989, Rick and Morty,(2013– ),8.0
1990, The Walking Dead,(2010– ),8.1
1991,Thou Gild'st the Even,(2013),7.9
1992,Hammer of the Gods,(2013),4.5
1993,Crystal Fairy & the Magical Cactus,(2013),5.8
1994, The Walking Dead,(2010– ),7.9
1995,Legit,(2013–2014),8.2
1996,The Blue Umbrella,(2013),7.7
1997,All Cheerleaders Die,(2013),5.1
1998,Gloria,(II) (2013),6.7
1999,Himmatwala,(2013),1.7
2000,Interstellar,(2014),8.6
2001,Guardians of the Galaxy,(2014),8.1
2002,Gone Girl,(2014),8.1
2003,Captain America: The Winter Soldier,(2014),7.8
2004,The Grand Budapest Hotel,(2014),8.1
2005,X-Men: Days of Future Past,(2014),8.0
2006,The Imitation Game,(2014),8.0
2007,Whiplash,(2014),8.5
2008,Edge of Tomorrow,(2014),7.9
2009,Kingsman: The Secret Service,(2014),7.7
2010,Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7
2011,The Hobbit: The Battle of the Five Armies,(2014),7.4
2012,True Detective,(2014– ),9.0
2013,John Wick,(2014),7.3
2014,Ex Machina,(2014),7.7
2015,Lucy,(I) (2014),6.4
2016,Divergent,(2014),6.7
2017,American Sniper,(2014),7.3
2018,Nightcrawler,(2014),7.9
2019,Dawn of the Planet of the Apes,(2014),7.6
2020,The Amazing Spider-Man 2,(2014),6.6
2021,The Maze Runner,(2014),6.8
2022,Fury,(2014),7.6
2023,The Hunger Games: Mockingjay - Part 1,(2014),6.7
2024,Big Hero 6,(2014),7.8
2025,The Theory of Everything,(2014),7.7
2026,Godzilla,(2014),6.4
2027,22 Jump Street,(2014),7.0
2028,Boyhood,(I) (2014),7.9
2029,The Fault in Our Stars,(2014),7.7
2030,Maleficent,(2014),7.0
2031,The Lego Movie,(2014),7.8
2032,The Equalizer,(2014),7.2
2033,The Interview,(II) (2014),6.5
2034,Transformers: Age of Extinction,(2014),5.7
2035,The Flash,(2014– ),7.9
2036,How to Train Your Dragon 2,(2014),7.8
2037,Fargo,(2014– ),9.0
2038,Neighbors,(I) (2014),6.3
2039,300: Rise of an Empire,(2014),6.2
2040,Non-Stop,(2014),7.0
2041,Noah,(2014),5.8
2042,Predestination,(I) (2014),7.5
2043,RoboCop,(2014),6.2
2044,Transcendence,(I) (2014),6.3
2045,Teenage Mutant Ninja Turtles,(2014),5.8
2046,Gotham,(2014– ),7.9
2047,It Follows,(2014),6.8
2048,Chef,(2014),7.3
2049,The 100,(2014– ),7.8
2050,The Babadook,(2014),6.8
2051,Dracula Untold,(2014),6.3
2052,Taken 3,(2014),6.0
2053,The Judge,(2014),7.4
2054,A Million Ways to Die in the West,(2014),6.1
2055,The Expendables 3,(2014),6.1
2056,Need for Speed,(2014),6.5
2057,Exodus: Gods and Kings,(2014),6.0
2058,Wild Tales,(2014),8.1
2059,Horrible Bosses 2,(2014),6.3
2060,Sin City: A Dame to Kill For,(2014),6.5
2061,Hercules,(I) (2014),6.0
2062,PK,(2014),8.2
2063,The Drop,(2014),7.1
2064,Unbroken,(I) (2014),7.2
2065,Foxcatcher,(2014),7.0
2066,The Purge: Anarchy,(2014),6.5
2067,Into the Woods,(2014),6.0
2068,The Other Woman,(2014),6.0
2069,Let's Be Cops,(2014),6.5
2070,Annabelle,(I) (2014),5.4
2071,What We Do in the Shadows,(2014),7.7
2072,The Monuments Men,(2014),6.1
2073,Dumb and Dumber To,(2014),5.6
2074,Still Alice,(2014),7.5
2075,Jack Ryan: Shadow Recruit,(2014),6.2
2076,Wild,(I) (2014),7.1
2077,If I Stay,(2014),6.8
2078,Blended,(2014),6.5
2079,The Giver,(2014),6.5
2080,A Walk Among the Tombstones,(2014),6.5
2081,The Raid 2,(2014),8.0
2082,I Origins,(2014),7.4
2083,"Love, Rosie",(2014),7.2
2084,How to Get Away with Murder,(2014– ),8.2
2085,Silicon Valley,(2014– ),8.5
2086,Penny Dreadful,(2014–2016),8.2
2087,Pompeji,(I) (2014),5.5
2088,Sex Tape,(2014),5.1
2089,Ride Along,(2014),6.2
2090,Cosmos: Possible Worlds,(2014– ),9.3
2091,That Awkward Moment,(2014),6.2
2092,Night at the Museum: Secret of the Tomb,(2014),6.2
2093,St. Vincent,(2014),7.3
2094,Outlander,(2014– ),8.5
2095,Inherent Vice,(2014),6.7
2096,Paddington,(2014),7.2
2097,The Guest,(I) (2014),6.7
2098,3 Days to Kill,(2014),6.2
2099,Black Sails,(2014–2017),8.3
2100,Selma,(2014),7.5
2101,Big Eyes,(I) (2014),7.0
2102,"I, Frankenstein",(2014),5.1
2103,Penguins of Madagascar,(2014),6.7
2104,Rio 2,(2014),6.3
2105,The Strain,(2014–2017),7.4
2106,Frank,(II) (2014),7.0
2107,The Hundred-Foot Journey,(2014),7.3
2108,A Most Wanted Man,(2014),6.8
2109,The Water Diviner,(2014),7.1
2110,Seventh Son,(I) (2014),5.5
2111,"As Above, So Below",(2014),6.2
2112,BoJack Horseman,(2014– ),8.5
